Date,Dog_ID,Daily_Steps,Heart_Rate_BPM,Rest_Time_Hours,Sleep_Pattern_Hours,Active_Time_Hours,Calories_Burned,Mood_Score,Outdoor_Time_Hours,Activity_Intensity,Rest_Efficiency,Energy_Expenditure_Rate,Outdoor_to_Active_Ratio,Mood_Stability_Index,Fatigue_Index,Latitude,Longitude,Distance_Travelled,Location_Change_Frequency,Weather_Condition,Temperature_C,Area_Type
1/4/2024,Dog_9,7729,64,8.42,10.37,5.91,309.16,2,5.59,1307.783418,0.81195757,52.31133672,0.945854484,2.666666667,411.3358169,40.66100519,-74.00912658,3047.882375,1,Rainy,3.737727315,Rural
1/5/2024,Dog_9,9801,106,4.86,12.09,5.87,392.04,1,3.03,1669.67632,0.401985112,66.78705281,0.516183986,2.333333333,578.2300885,40.67279352,-74.04746136,3495.837998,1,Rainy,-0.19011094,Rural
1/6/2024,Dog_9,5539,76,4.61,6.67,5.37,221.56,7,1.72,1031.471136,0.691154423,41.25884544,0.320297952,3.333333333,491.0460993,40.69271078,-74.03438474,2472.643169,1,Windy,-2.266362579,Suburban
1/7/2024,Dog_9,16964,99,4.44,12.57,6.66,678.56,8,4.57,2547.147147,0.353221957,101.8858859,0.686186186,5.333333333,997.2957084,40.73180148,-73.97840278,6420.383072,1,Snowy,5.53263135,Urban
1/8/2024,Dog_9,16807,104,6.22,12.5,3.23,672.28,6,2.47,5203.405573,0.4976,208.1362229,0.764705882,7,897.8098291,40.73607306,-73.98410761,676.1958872,1,Windy,-3.155057427,Urban
1/9/2024,Dog_9,10494,84,7.55,8.8,6.35,419.76,4,3.63,1652.598425,0.857954545,66.10393701,0.571653543,6,641.8348624,40.65069521,-74.0472904,10881.65937,1,Sunny,17.6868312,Rural
1/10/2024,Dog_9,4810,103,7.35,9.39,5.72,192.4,6,4.49,840.9090909,0.782747604,33.63636364,0.784965035,5.333333333,287.3357228,40.70107473,-74.02780278,5832.093565,1,Snowy,6.353137881,Suburban
1/11/2024,Dog_9,18485,62,5.52,9.24,7.38,739.4,3,5.5,2504.742547,0.597402597,100.1897019,0.745257453,4.333333333,1252.371274,40.6917411,-74.02689252,1039.332798,1,Cloudy,27.98139232,Suburban
1/12/2024,Dog_9,6709,117,8.45,12.14,7.08,268.36,8,4.96,947.5988701,0.696046129,37.9039548,0.700564972,5.666666667,325.8377853,40.67221078,-73.98281073,4311.754571,1,Sunny,-2.03036508,Rural
1/13/2024,Dog_9,12576,98,8.48,10.67,3.89,503.04,10,4.38,3232.904884,0.79475164,129.3161954,1.12596401,7,656.7101828,40.66198654,-74.04802895,5630.326466,1,Sunny,4.054059774,Rural
1/14/2024,Dog_9,3504,119,5.71,12.95,3.66,140.16,2,4.4,957.3770492,0.440926641,38.29508197,1.202185792,6.666666667,187.7813505,40.68376152,-74.03958914,2521.152789,1,Cloudy,24.20984588,Rural
1/15/2024,Dog_9,8029,112,9.78,6.1,7.89,321.16,5,5.73,1017.617237,1.603278689,40.70468948,0.726235741,5.666666667,505.604534,40.74429097,-73.97000839,8930.217073,1,Sunny,18.95233186,Urban
1/1/2024,Dog_10,4852,106,9.35,10.22,5.16,194.08,1,2.48,940.3100775,0.914872798,37.6124031,0.480620155,1,247.9305059,40.68232029,-74.03214553,0,0,Snowy,-2.42034915,Rural
1/2/2024,Dog_10,14003,96,5.52,11.56,7.44,560.12,6,1.01,1882.123656,0.477508651,75.28494624,0.135752688,3.5,819.8477752,40.70187906,-73.98472539,4558.856359,1,Windy,30.08957829,Suburban
1/3/2024,Dog_10,14704,77,5,7.73,2.98,588.16,2,2.36,4934.228188,0.64683053,197.3691275,0.791946309,3,1155.066771,40.7203019,-74.02618172,4056.755052,1,Sunny,30.09047051,Urban
1/4/2024,Dog_10,12588,113,7.51,13.21,5.86,503.52,4,2.09,2148.122867,0.568508706,85.92491468,0.35665529,4,607.5289575,40.68636296,-74.04005586,3947.035503,1,Snowy,8.216320155,Rural
1/5/2024,Dog_10,10114,71,9.75,6.46,6.86,404.56,6,4.31,1474.344023,1.509287926,58.97376093,0.628279883,4,623.9358421,40.74717821,-74.02568278,6861.763677,1,Rainy,8.616233734,Urban
1/6/2024,Dog_10,3667,112,5.66,7.5,7.68,146.68,10,4.17,477.4739583,0.754666667,19.09895833,0.54296875,6.666666667,278.6474164,40.74624473,-73.97777331,4047.591336,1,Snowy,34.56113433,Urban
1/7/2024,Dog_10,6719,117,5.38,8.13,4.02,268.76,8,3.97,1671.393035,0.661746617,66.85572139,0.987562189,8,497.3353072,40.67517823,-73.96443035,7971.952085,1,Windy,20.04704686,Rural
1/8/2024,Dog_10,7964,100,5.56,9.63,6.35,318.56,8,1.08,1254.173228,0.577362409,50.16692913,0.17007874,8.666666667,524.2922976,40.69972485,-73.96697801,2734.343986,1,Snowy,16.25266082,Rural
1/9/2024,Dog_10,10312,68,5.86,12.51,5.23,412.48,6,4.64,1971.701721,0.46842526,78.86806883,0.887189293,7.333333333,561.3500272,40.68008783,-74.01028165,4260.706874,1,Cloudy,28.52608734,Rural
1/10/2024,Dog_10,5779,107,4.98,13.29,2.36,231.16,4,2.62,2448.728814,0.374717833,97.94915254,1.110169492,6,316.3108922,40.67848405,-73.98319149,2297.161945,1,Windy,6.411613534,Rural
1/11/2024,Dog_10,15677,77,6.5,10.65,6.14,627.08,8,4.33,2553.257329,0.610328638,102.1302932,0.705211726,6,914.1107872,40.65368869,-74.02950157,4787.050816,1,Rainy,12.16730374,Rural
1/12/2024,Dog_10,13136,61,4.5,13.01,6.14,525.44,8,3.78,2139.413681,0.345887779,85.57654723,0.615635179,6.666666667,750.1998858,40.71095643,-74.02068523,6402.98051,1,Cloudy,5.71106702,Suburban
1/13/2024,Dog_10,8124,114,6.47,12.22,7.58,324.96,10,2.71,1071.76781,0.529459902,42.8707124,0.357519789,8.666666667,434.670947,40.7002679,-73.96036642,5233.812729,1,Snowy,26.56643386,Rural
1/14/2024,Dog_10,5193,91,9.91,9.01,4.98,207.72,1,1.67,1042.771084,1.099889012,41.71084337,0.335341365,6.333333333,274.4714588,40.65514788,-74.04869981,8993.125388,1,Windy,17.93397383,Rural
1/15/2024,Dog_10,7158,84,9.82,12.74,3.38,286.32,4,1.47,2117.751479,0.770800628,84.71005917,0.434911243,5,317.287234,40.67786465,-74.04144915,2596.074706,1,Rainy,21.35300281,Rural
1/1/2024,Dog_11,16772,92,6.81,9.32,2.27,670.88,4,5.16,7388.546256,0.730686695,295.5418502,2.273127753,4,1039.801612,40.74082659,-74.02921137,0,0,Cloudy,5.092289994,Urban
1/2/2024,Dog_11,3384,80,4.34,12.92,4.49,135.36,7,5.59,753.674833,0.335913313,30.14699332,1.244988864,5.5,196.0602549,40.67395619,-74.04734678,7582.337241,1,Rainy,3.809012055,Rural
1/3/2024,Dog_11,12860,97,9.48,10.68,3.81,514.4,7,4.25,3375.328084,0.887640449,135.0131234,1.115485564,6,637.8968254,40.66448949,-74.03185646,1679.477506,1,Snowy,14.53498516,Rural
1/4/2024,Dog_11,6636,96,8.54,9.02,6.57,265.44,8,1.52,1010.045662,0.946784922,40.40182648,0.231354642,7.333333333,377.904328,40.69894528,-73.99169584,5115.36444,1,Rainy,24.50262996,Suburban
1/5/2024,Dog_11,18444,73,5.23,8.01,4.13,737.76,5,3.01,4465.859564,0.652933833,178.6343826,0.728813559,6.666666667,1393.05136,40.74856505,-74.00785754,5676.860938,1,Sunny,16.0095903,Urban
1/6/2024,Dog_11,7544,108,8.54,6.38,7.69,301.76,7,4.64,981.0143043,1.338557994,39.24057217,0.603381014,6.666666667,505.6300268,40.67420553,-73.96073283,9167.516454,1,Cloudy,-3.694172898,Rural
1/7/2024,Dog_11,17430,67,4.13,9.99,7.77,697.2,8,4.9,2243.243243,0.413413413,89.72972973,0.630630631,6.666666667,1234.419263,40.71721355,-73.96825564,4818.096057,1,Rainy,29.74206025,Rural
1/8/2024,Dog_11,13357,62,7.12,12.82,5.73,534.28,9,1.59,2331.064572,0.555382215,93.2425829,0.277486911,8,669.8595787,40.72616196,-74.01581826,4139.516371,1,Snowy,-2.412524259,Urban
1/9/2024,Dog_11,11427,64,4.53,12.33,7.57,457.08,3,1,1509.511229,0.367396594,60.38044914,0.132100396,6.666666667,677.7580071,40.67376375,-74.02405766,5860.2422,1,Snowy,33.23297935,Rural
1/10/2024,Dog_11,18254,74,8.71,11.11,6.57,730.16,3,4.56,2778.386606,0.783978398,111.1354642,0.694063927,5,920.9889001,40.72282163,-74.01203076,5541.803578,1,Rainy,-3.994321669,Urban
1/11/2024,Dog_11,18781,119,9.88,10.86,5.28,751.24,4,2.78,3557.007576,0.909760589,142.280303,0.526515152,3.333333333,905.5448409,40.68677831,-73.99097051,4380.414265,1,Snowy,22.77801825,Rural
1/12/2024,Dog_11,11017,89,7.33,6.73,3.08,440.68,5,2.27,3576.948052,1.089153046,143.0779221,0.737012987,4,783.5704125,40.71323058,-74.02319364,4005.672733,1,Windy,-1.711717452,Suburban
1/13/2024,Dog_11,13209,111,7.28,9.61,4.75,528.36,10,1.06,2780.842105,0.757544225,111.2336842,0.223157895,6.333333333,782.0603908,40.71335297,-73.98758511,3008.905117,1,Windy,31.42706318,Suburban
1/14/2024,Dog_11,12550,119,5.79,10.19,5.37,502,1,3.7,2337.057728,0.568204122,93.48230912,0.689013035,5.333333333,785.3566959,40.70357747,-74.00905883,2114.549078,1,Windy,13.57732945,Suburban
1/15/2024,Dog_11,13320,64,8.78,9.67,7.18,532.8,7,5.26,1855.153203,0.907962771,74.20612813,0.732590529,6,721.9512195,40.65902898,-73.99479528,5091.849221,1,Sunny,0.500950993,Rural
1/1/2024,Dog_12,7164,93,7.72,8.78,4.89,286.56,9,5.79,1465.030675,0.879271071,58.60122699,1.18404908,9,434.1818182,40.73353025,-74.00638735,0,0,Rainy,8.632627992,Urban
1/2/2024,Dog_12,9269,102,7.48,8.73,7.39,370.76,8,3.83,1254.262517,0.856815578,50.17050068,0.51826793,8.5,571.8075262,40.68207801,-74.02055342,5837.743191,1,Sunny,1.592987014,Rural
1/3/2024,Dog_12,9254,116,6.76,10.68,6.05,370.16,5,3.57,1529.586777,0.632958801,61.18347107,0.590082645,7.333333333,530.6192661,40.66865185,-73.95515467,5726.731647,1,Snowy,1.823276462,Rural
1/4/2024,Dog_12,9090,113,8.19,7.44,2.82,363.6,4,1.43,3223.404255,1.100806452,128.9361702,0.507092199,5.666666667,581.5738964,40.65407751,-73.97363942,2250.065067,1,Sunny,32.92433281,Rural
1/5/2024,Dog_12,12911,84,9.38,9.79,7.97,516.44,7,3.74,1619.949812,0.958120531,64.79799247,0.469259724,5.333333333,673.5002608,40.70908929,-74.03598868,8068.567747,1,Snowy,12.80984449,Suburban
1/6/2024,Dog_12,7188,91,5.03,7.54,5.16,287.52,5,2.9,1393.023256,0.667108753,55.72093023,0.562015504,5.333333333,571.8377088,40.71775644,-73.9631532,6229.295217,1,Snowy,26.55209056,Rural
1/7/2024,Dog_12,15891,101,5.06,6.71,4.35,635.64,7,4.04,3653.103448,0.754098361,146.1241379,0.928735632,6.333333333,1350.127443,40.65165878,-74.00125688,8015.672598,1,Cloudy,20.58422245,Rural
1/8/2024,Dog_12,9376,71,5.24,8.91,5.95,375.04,1,2.94,1575.798319,0.588103255,63.03193277,0.494117647,4.333333333,662.614841,40.70120931,-73.96054478,6490.350161,1,Windy,22.05705449,Rural
1/9/2024,Dog_12,17124,86,4.24,12.4,2.65,684.96,1,2.2,6461.886792,0.341935484,258.4754717,0.830188679,3,1029.086538,40.67264958,-73.97001447,3270.960123,1,Snowy,0.267737539,Rural
1/10/2024,Dog_12,8240,81,4.49,12.99,5.82,329.6,10,1.47,1415.80756,0.3456505,56.63230241,0.25257732,4,471.395881,40.71451728,-74.00747865,5625.26591,1,Cloudy,4.367377873,Suburban
1/11/2024,Dog_12,7432,85,9.21,6.68,4.99,297.28,3,2.57,1489.378758,1.378742515,59.5751503,0.51503006,4.666666667,467.7155444,40.66743664,-74.04775307,6238.847846,1,Windy,26.47001341,Rural
1/12/2024,Dog_12,17178,111,5.26,8.96,4.44,687.12,2,1.48,3868.918919,0.587053571,154.7567568,0.333333333,5,1208.016878,40.71909377,-74.02313226,6102.235878,1,Snowy,33.83064826,Suburban
1/13/2024,Dog_12,16013,73,7.71,8.95,7.72,640.52,2,1.88,2074.222798,0.861452514,82.96891192,0.243523316,2.333333333,961.1644658,40.68867353,-73.99583658,4090.581013,1,Snowy,5.507025704,Rural
1/14/2024,Dog_12,14479,61,8.48,6.29,5.14,579.16,7,5.94,2816.92607,1.348171701,112.6770428,1.155642023,3.666666667,980.2979012,40.743673,-73.98665218,6156.708391,1,Sunny,5.86275059,Urban
1/15/2024,Dog_12,16623,110,8.28,13.16,3.31,664.92,10,3.22,5022.054381,0.629179331,200.8821752,0.972809668,6.333333333,775.3264925,40.66375209,-74.02421123,9425.608279,1,Sunny,13.91588531,Rural
1/1/2024,Dog_13,8870,119,4.64,9.58,4.75,354.8,2,3.66,1867.368421,0.48434238,74.69473684,0.770526316,2,623.769339,40.68410664,-74.03606439,0,0,Windy,34.35361251,Rural
1/2/2024,Dog_13,9882,110,5.45,8.15,7.52,395.28,4,5.37,1314.095745,0.668711656,52.56382979,0.714095745,3,726.6176471,40.66134735,-73.96650698,6401.143096,1,Snowy,5.758357833,Rural
1/3/2024,Dog_13,15772,87,4.12,8.58,3.06,630.88,2,5.98,5154.248366,0.48018648,206.1699346,1.954248366,2.666666667,1241.889764,40.74246936,-73.95155978,9096.588066,1,Rainy,11.27887639,Urban
1/4/2024,Dog_13,9229,85,7.21,7.87,3.28,369.16,6,3.91,2813.719512,0.91613723,112.5487805,1.192073171,4,612.0026525,40.73773394,-73.99743098,3910.025234,1,Sunny,30.65920062,Urban
1/5/2024,Dog_13,6596,79,6.84,8.84,2.08,263.84,8,5.06,3171.153846,0.773755656,126.8461538,2.432692308,5.333333333,420.6632653,40.67579416,-74.03283207,7500.729928,1,Windy,-4.883158695,Rural
1/6/2024,Dog_13,19616,104,6.88,10.67,2.09,784.64,10,2.63,9385.645933,0.6447985,375.4258373,1.258373206,8,1117.720798,40.7159984,-74.02276927,4544.892441,1,Snowy,-3.4093614,Suburban
1/7/2024,Dog_13,17369,106,8.47,9.45,6.98,694.76,4,2.53,2488.395415,0.896296296,99.53581662,0.362464183,7.333333333,969.2522321,40.73172222,-74.04816093,2766.021441,1,Snowy,19.16286708,Urban
1/8/2024,Dog_13,9738,101,5.7,8.9,6.39,389.52,5,3.01,1523.943662,0.640449438,60.95774648,0.471048513,6.333333333,666.9863014,40.70552008,-73.95857012,8109.673892,1,Rainy,31.29520659,Rural
1/9/2024,Dog_13,18679,93,5.47,9.99,4.13,747.16,4,4.36,4522.760291,0.547547548,180.9104116,1.055690073,4.333333333,1208.214748,40.70296506,-74.03822489,6737.612975,1,Windy,4.554266416,Suburban
1/10/2024,Dog_13,17277,96,9.6,6.06,6.19,691.08,3,4.41,2791.114701,1.584158416,111.644588,0.712439418,4,1103.256705,40.67418523,-73.99234835,5025.182206,1,Snowy,13.78567099,Rural
1/11/2024,Dog_13,4605,114,6.93,12.81,4.37,184.2,5,2.58,1053.775744,0.540983607,42.15102975,0.590389016,4,233.2826748,40.65931028,-74.02259448,3044.589593,1,Sunny,13.01861207,Rural
1/12/2024,Dog_13,13589,90,4.33,12.74,7.72,543.56,9,1.67,1760.233161,0.339874411,70.40932642,0.216321244,5.666666667,796.0749854,40.73972158,-73.9945822,9238.039313,1,Rainy,13.91885384,Urban
1/13/2024,Dog_13,5590,99,8.18,13.98,7.8,223.6,8,4.16,716.6666667,0.585121602,28.66666667,0.533333333,7.333333333,252.2563177,40.74004181,-73.98485796,822.1280687,1,Windy,19.90078783,Urban
1/14/2024,Dog_13,19389,61,7.46,13.34,4.36,775.56,8,1.64,4447.018349,0.55922039,177.8807339,0.376146789,8.333333333,932.1634615,40.71331015,-73.96702582,3328.902491,1,Rainy,13.78975052,Rural
1/15/2024,Dog_13,11837,113,5.55,7.37,7.13,473.48,8,3.89,1660.168303,0.753052917,66.40673212,0.545582048,8,916.1764706,40.68390298,-74.02935787,6198.181037,1,Sunny,12.89872565,Rural
1/1/2024,Dog_14,16234,116,8.31,10.28,6.64,649.36,8,4.47,2444.879518,0.808365759,97.79518072,0.673192771,8,873.2651963,40.68492096,-74.04890042,0,0,Windy,13.97153682,Rural
1/2/2024,Dog_14,18385,110,9.03,7.64,3.86,735.4,7,4.5,4762.953368,1.181937173,190.5181347,1.165803109,7.5,1102.879424,40.72259557,-74.03631144,4316.852325,1,Rainy,18.63469765,Urban
1/3/2024,Dog_14,12333,63,6.55,10.06,3.39,493.32,8,4.77,3638.053097,0.651093439,145.5221239,1.407079646,7.666666667,742.5045154,40.73971103,-73.95999814,6720.99573,1,Cloudy,16.48029953,Urban
1/4/2024,Dog_14,7208,71,4.69,10.88,4.75,288.32,8,5.36,1517.473684,0.431066176,60.69894737,1.128421053,7.666666667,462.9415543,40.73870864,-73.96261099,247.1801588,1,Sunny,29.16543991,Urban
1/5/2024,Dog_14,15607,97,7.49,7.23,6.69,624.28,8,3.5,2332.884903,1.035961272,93.31539611,0.523168909,8,1060.258152,40.72798755,-73.99025869,2621.444499,1,Sunny,-3.02012586,Urban
1/6/2024,Dog_14,9988,102,7.56,8.95,7.76,399.52,10,4.65,1287.113402,0.844692737,51.48453608,0.599226804,8.666666667,604.9666869,40.71420316,-73.98994831,1530.960718,1,Sunny,28.33268286,Suburban
1/7/2024,Dog_14,3009,64,4.38,13.92,6.58,120.36,7,4.1,457.2948328,0.314655172,18.29179331,0.623100304,8.333333333,164.4262295,40.658414,-73.98349633,6219.228292,1,Cloudy,28.7569845,Rural
1/8/2024,Dog_14,8287,61,4.53,7.11,7.13,331.48,1,1.93,1162.27209,0.637130802,46.49088359,0.270687237,6,711.9415808,40.66616287,-74.03246287,4229.229315,1,Cloudy,6.396320861,Rural
1/9/2024,Dog_14,13568,76,4.7,9.79,5.62,542.72,4,1.13,2414.234875,0.480081716,96.56939502,0.201067616,4,936.3699103,40.73985542,-73.95855881,10294.55623,1,Snowy,13.5140782,Urban
1/10/2024,Dog_14,6490,89,4.64,12.81,7.01,259.6,4,2.42,925.8202568,0.362217018,37.03281027,0.345221113,3,371.9197708,40.71064291,-74.00812295,5296.937378,1,Rainy,12.54153954,Suburban
1/11/2024,Dog_14,15219,103,6.45,13.46,6.71,608.76,5,3.22,2268.107303,0.479197623,90.7242921,0.479880775,4.333333333,764.3897539,40.65091971,-74.01168615,6638.964121,1,Snowy,3.740393374,Rural
1/12/2024,Dog_14,6530,68,5.23,9.03,4.26,261.2,10,4.09,1532.86385,0.579180509,61.31455399,0.960093897,6.333333333,457.9242637,40.66014715,-73.99810823,1539.020722,1,Rainy,10.87187388,Rural
1/13/2024,Dog_14,8415,81,4.29,12.25,5.31,336.6,6,5.25,1584.745763,0.350204082,63.38983051,0.988700565,7,508.7666264,40.71635018,-74.0453034,7407.322062,1,Cloudy,-3.224489113,Suburban
1/14/2024,Dog_14,12064,96,5.21,7.31,6.83,482.56,4,1.98,1766.325037,0.712722298,70.65300146,0.289897511,6.666666667,963.5782748,40.65050616,-74.03337166,7381.077865,1,Cloudy,6.112882911,Rural
1/15/2024,Dog_14,18524,64,5.41,11.07,2.28,740.96,2,1.63,8124.561404,0.48870822,324.9824561,0.714912281,4,1124.029126,40.66608081,-73.97619664,5135.201784,1,Snowy,27.66728702,Rural
1/1/2024,Dog_15,19984,104,7.53,11.46,6.85,799.36,6,5.82,2917.372263,0.657068063,116.6948905,0.849635036,6,1052.343339,40.70487338,-74.04172013,0,0,Windy,6.382492071,Suburban
1/2/2024,Dog_15,12510,99,6.26,9.7,3.07,500.4,8,1.54,4074.918567,0.645360825,162.9967427,0.501628664,7,783.8345865,40.71918952,-73.98968479,4675.579071,1,Snowy,27.72826675,Suburban
1/3/2024,Dog_15,9565,92,8.49,10.02,5.09,382.6,8,3.39,1879.174853,0.847305389,75.16699411,0.666011788,7.333333333,516.7477039,40.71519613,-74.02546509,3055.563973,1,Rainy,16.26397858,Suburban
1/4/2024,Dog_15,5192,92,6.35,10.25,6.85,207.68,7,3.93,757.9562044,0.619512195,30.31824818,0.573722628,7.666666667,312.7710843,40.67242693,-74.01107044,4902.798797,1,Snowy,30.19450709,Rural
1/5/2024,Dog_15,6687,99,7.75,6.94,3.52,267.48,6,3.71,1899.715909,1.116714697,75.98863636,1.053977273,7,455.2076242,40.72121792,-74.02113063,5484.457139,1,Sunny,17.99118217,Urban
1/6/2024,Dog_15,18374,106,7.72,10.27,3.47,734.96,2,1.43,5295.100865,0.751703992,211.8040346,0.412103746,5,1021.345192,40.67372491,-74.01443273,5304.301912,1,Rainy,-3.813271077,Rural
1/7/2024,Dog_15,12446,86,8.73,7.21,4.42,497.84,7,1.29,2815.837104,1.210818308,112.6334842,0.291855204,5,780.8030113,40.68253997,-73.97809541,3224.259605,1,Rainy,22.0168083,Rural
1/8/2024,Dog_15,4120,96,8.67,7.15,7.37,164.8,5,1.53,559.0230665,1.212587413,22.36092266,0.207598372,4.666666667,260.4298357,40.72464914,-74.02028783,5880.537495,1,Windy,-3.205857279,Urban
1/9/2024,Dog_15,5243,81,8.28,9.95,2,209.72,6,3.93,2621.5,0.832160804,104.86,1.965,6,287.6028524,40.71496329,-73.99335954,2516.619973,1,Cloudy,13.02388076,Suburban
1/10/2024,Dog_15,14104,113,8.93,6.89,7.41,564.16,10,3.72,1903.373819,1.296081277,76.13495277,0.502024291,7,891.5297092,40.73492234,-74.00239496,2344.192591,1,Rainy,32.17706778,Urban
1/11/2024,Dog_15,9371,104,4.76,9.18,2.92,374.84,8,2.17,3209.246575,0.518518519,128.369863,0.743150685,8,672.2381636,40.71576129,-73.98363288,2653.311596,1,Cloudy,1.608157574,Suburban
1/12/2024,Dog_15,6228,67,4.9,7.83,7.94,249.12,8,4.19,784.3828715,0.625798212,31.37531486,0.527707809,8.666666667,489.2380204,40.70683086,-73.95631703,2512.246601,1,Snowy,10.59489412,Rural
1/13/2024,Dog_15,5891,104,8.32,11.13,7.73,235.64,3,5.1,762.0957309,0.7475292,30.48382924,0.659767141,6.333333333,302.8791774,40.65936748,-73.97674279,5546.342396,1,Sunny,24.19441235,Rural
1/14/2024,Dog_15,9898,95,7.26,8.01,4.97,395.92,7,1.21,1991.549296,0.906367041,79.66197183,0.243460765,6,648.1990832,40.68677158,-74.02850596,5330.574824,1,Windy,30.29034224,Rural
1/15/2024,Dog_15,5116,79,5.09,13.27,5.08,204.64,1,3.49,1007.086614,0.383571967,40.28346457,0.687007874,3.666666667,278.6492375,40.67652024,-74.04688169,1925.919626,1,Cloudy,21.83772019,Rural
1/1/2024,Dog_16,13789,65,6.41,9.7,4.89,551.56,1,4.45,2819.836401,0.660824742,112.793456,0.91002045,1,855.927995,40.67439896,-74.0237736,0,0,Rainy,5.326930168,Rural
1/2/2024,Dog_16,13541,102,4.92,10.69,5.81,541.64,7,2.26,2330.636833,0.460243218,93.22547332,0.388984509,4,867.4567585,40.74730106,-73.99049221,8570.23135,1,Cloudy,21.98431412,Urban
1/3/2024,Dog_16,14473,84,5.54,11.81,2.54,578.92,10,2.54,5698.031496,0.469093988,227.9212598,1,6,834.1786744,40.68930977,-74.04485742,7910.203131,1,Rainy,6.869105644,Rural
1/4/2024,Dog_16,10147,95,9.51,12.32,2.2,405.88,9,4.07,4612.272727,0.771915584,184.4909091,1.85,8.666666667,464.8190563,40.73920466,-74.00036338,6695.873433,1,Cloudy,23.73716919,Urban
1/5/2024,Dog_16,8959,101,8.63,9,2.35,358.36,7,5.49,3812.340426,0.958888889,152.493617,2.336170213,8.666666667,508.1678956,40.71311386,-73.99031572,3019.133066,1,Rainy,33.1613251,Suburban
1/6/2024,Dog_16,10196,73,9.61,13.4,4.67,407.84,10,5.05,2183.297645,0.717164179,87.33190578,1.08137045,8.666666667,443.1116906,40.72948113,-74.01657561,2868.098003,1,Snowy,23.85573804,Urban
1/7/2024,Dog_16,16718,60,4.68,13.88,3.65,668.72,5,3.92,4580.273973,0.337175793,183.2109589,1.073972603,7.333333333,900.7543103,40.70026371,-73.97290878,4913.349327,1,Rainy,29.51522012,Rural
1/8/2024,Dog_16,4645,95,4.75,13.37,5.73,185.8,8,4.65,810.6457243,0.355272999,32.42582897,0.811518325,7.666666667,256.3465784,40.70769039,-74.03934017,5674.401376,1,Rainy,-4.915846273,Suburban
1/9/2024,Dog_16,4854,113,7.11,10.73,7.95,194.16,2,2.82,610.5660377,0.662628145,24.42264151,0.354716981,5,272.0852018,40.69925177,-74.04248622,974.081042,1,Sunny,23.70288499,Suburban
1/10/2024,Dog_16,5708,106,4.33,8.68,4.32,228.32,9,4.2,1321.296296,0.498847926,52.85185185,0.972222222,6.333333333,438.7394312,40.6695243,-73.97718112,6432.304976,1,Rainy,28.18350227,Rural
1/11/2024,Dog_16,9456,112,7.62,6.91,5.44,378.24,6,3.33,1738.235294,1.102749638,69.52941176,0.612132353,5.666666667,650.7914659,40.72224521,-74.00045087,6176.083169,1,Sunny,-3.377650498,Urban
1/12/2024,Dog_16,19920,85,9.52,8.77,4.49,796.8,9,1.95,4436.525612,1.085518814,177.4610245,0.434298441,8,1089.119738,40.67807724,-73.98115976,5168.651385,1,Windy,29.86390909,Rural
1/13/2024,Dog_16,11666,93,9.51,10.7,7.08,466.64,2,4.51,1647.740113,0.888785047,65.90960452,0.63700565,5.666666667,577.2389906,40.6524316,-74.00651727,3564.841691,1,Sunny,5.267769132,Rural
1/14/2024,Dog_16,12146,103,9.48,7.99,7.41,485.84,3,3.78,1639.136302,1.186483104,65.56545209,0.510121457,4.666666667,695.2489983,40.71454723,-74.0253598,7079.333607,1,Snowy,21.61168408,Suburban
1/15/2024,Dog_16,15312,66,4.99,6.27,7.26,612.48,8,2.79,2109.090909,0.79585327,84.36363636,0.384297521,4.333333333,1359.857904,40.66771107,-73.96808977,7105.266977,1,Sunny,27.01419516,Rural
1/1/2024,Dog_17,16472,108,8.68,8.22,7.85,658.88,1,5.56,2098.343949,1.055961071,83.93375796,0.708280255,1,974.6745562,40.74404586,-73.97005841,0,0,Windy,21.50658052,Urban
1/2/2024,Dog_17,13395,109,7.98,7.42,2.17,535.8,10,1.1,6172.81106,1.075471698,246.9124424,0.506912442,5.5,869.8051948,40.74539286,-73.98053035,897.0092124,1,Snowy,-1.308608317,Urban
1/3/2024,Dog_17,16395,100,4.89,9.32,7.04,655.8,7,2.58,2328.835227,0.524678112,93.15340909,0.366477273,6,1153.764954,40.74148644,-74.02278549,3595.161131,1,Cloudy,18.85286075,Urban
1/4/2024,Dog_17,12916,99,7.01,10.76,6.51,516.64,7,1.28,1984.024578,0.651486989,79.3609831,0.196620584,8,726.8429938,40.68701587,-73.99097693,6619.121981,1,Cloudy,16.98334627,Rural
1/5/2024,Dog_17,12181,82,6.56,12.4,3.37,487.24,1,4.83,3614.540059,0.529032258,144.5816024,1.433234421,5,642.4578059,40.65154566,-74.01390261,4390.035509,1,Sunny,31.01285072,Rural
1/6/2024,Dog_17,5079,89,5.14,6.29,7.74,203.16,9,4.51,656.2015504,0.817170111,26.24806202,0.582687339,5.666666667,444.3569554,40.74283186,-74.04084179,10389.70934,1,Sunny,11.16958919,Urban
1/7/2024,Dog_17,10311,99,7.52,8.35,2.89,412.44,8,2.66,3567.820069,0.900598802,142.7128028,0.920415225,6,649.7164461,40.69281841,-73.95826864,8917.534173,1,Windy,7.843243883,Rural
1/8/2024,Dog_17,8490,106,7.17,10.28,6.08,339.6,4,4.38,1396.381579,0.697470817,55.85526316,0.720394737,7,486.5329513,40.74666548,-74.03631814,8901.838744,1,Windy,24.99403058,Urban
